Date,Baseline,Arizona_11,Arizona_22,Arizona_23,Arizona_31,Arizona_32,Arizona_33,Arizona_31_33,Arizona_42,Arizona_44,Arizona_45,Arizona_44_45,Arizona_48,Arizona_49,Arizona_48_49,Arizona_51,Arizona_52,Arizona_53,Arizona_54,Arizona_55,Arizona_56,Arizona_61,Arizona_62,Arizona_71,Arizona_72,Arizona_81,Arizona_92,Arizona_Total,MARICOPA_11,MARICOPA_22,MARICOPA_23,MARICOPA_31,MARICOPA_32,MARICOPA_33,MARICOPA_31_33,MARICOPA_42,MARICOPA_44,MARICOPA_45,MARICOPA_44_45,MARICOPA_48,MARICOPA_49,MARICOPA_48_49,MARICOPA_51,MARICOPA_52,MARICOPA_53,MARICOPA_54,MARICOPA_55,MARICOPA_56,MARICOPA_61,MARICOPA_62,MARICOPA_71,MARICOPA_72,MARICOPA_81,MARICOPA_92,MARICOPA_Total,PINAL_11,PINAL_22,PINAL_23,PINAL_31,PINAL_32,PINAL_33,PINAL_31_33,PINAL_42,PINAL_44,PINAL_45,PINAL_44_45,PINAL_48,PINAL_49,PINAL_48_49,PINAL_51,PINAL_52,PINAL_53,PINAL_54,PINAL_56,PINAL_61,PINAL_62,PINAL_71,PINAL_72,PINAL_81,PINAL_92,PINAL_Total,Auto,Electronics,HomeImprovement,Grocery,Gas,GeneralMerch,Hotels,Restaurants
3/2/2020,1,1.03902439,1.241329289,0.975292588,1.087457776,1.074547723,0.991014121,1.059391295,1.01240285,1.075766128,1.139484225,1.099536017,0.879272614,0.979787057,0.887135606,1.117901953,1.013299118,1.110680177,0.990991768,1.36199095,0.950433109,1.253363352,1.050456615,1.041007249,1.078181115,1.033986921,1.107044589,1.085870293,1.127134725,1.274831763,0.940971184,1.102964786,1.091764254,0.968863518,1.061968229,0.978310286,1.061712886,1.142123903,1.091483132,0.867129766,0.985949475,0.87362808,1.107496778,1.013977514,1.10174094,0.982465606,1.36199095,0.926279448,1.25577929,1.056803295,1.033956925,1.064482918,1.026367407,1.121894737,1.076760263,0.476190476,1.338487973,1.617486339,1.446721311,1.589285714,0.756302521,1.269689737,1.071146245,1.136035945,1.209392655,1.159652593,1.030872483,0.98938992,1.016934046,0.90258216,1.00075188,1.176414581,1.095890411,1.135371179,1.342074387,1.068599778,1.023136623,1.126609157,1.1084375,1.184385382,1.145672373,0.957556548,0.957409303,1.054385885,1.105832307,1.129555783,1.237076798,0.85160505,1.09164924
3/9/2020,1,0.863496933,1.186212239,0.985943931,0.982879377,1.018461061,0.880011373,0.964982799,0.9943137,1.07660273,1.140015689,1.100442035,0.754250813,0.956432948,0.769077646,0.836225307,0.965095617,1.074986717,0.939934325,1.693877551,0.883662519,1.118525233,0.964544309,0.837138708,0.930651735,0.883394077,1.035715675,0.991249313,0.947935368,1.158025568,0.975569186,0.998750781,1.038728324,0.865112263,0.971242592,0.995205852,1.073359278,1.142001621,1.099064603,0.737926882,0.928591913,0.747666974,0.839874719,0.949621441,1.066228406,0.919293603,1.693877551,0.837180544,1.066495335,0.951074919,0.806009397,0.917657471,0.871561191,1.047218719,0.975828101,0.2,1.477313975,1.011152416,1.261261261,1.149253731,0.726315789,1.109375,0.880373832,1.138422269,1.225397924,1.167353422,0.911080711,0.953551913,0.925250684,0.706709957,0.87958884,1.164577292,1.036458333,0.948275862,1.364497403,0.994356187,0.906606728,1.033639853,0.94650008,1.054240207,1.084972154,0.894503999,0.90463643,1.099383793,1.209758903,1.021698269,1.298601654,0.686122472,0.949880495
3/16/2020,1,0.488178025,0.447904192,0.729394105,0.553178143,0.733544577,0.666577754,0.6262114,0.850004699,0.807539821,0.787412973,0.80004783,0.426120146,0.774314316,0.45254744,0.320973233,0.70639795,0.669976585,0.7037114,0.970037453,0.60944736,0.282710876,0.604532973,0.444233385,0.501587133,0.567000995,0.836276143,0.602195511,0.512578616,0.457698057,0.734834559,0.562952091,0.719503546,0.647861842,0.628768992,0.838596975,0.793481092,0.768841152,0.784321385,0.394813969,0.762491349,0.414221112,0.301367897,0.675985761,0.64606842,0.671842434,0.970037453,0.669984686,0.271711111,0.584864001,0.41936455,0.478278904,0.55755085,0.823722677,0.578766611,0.107142857,0.642201835,0.980314961,0.420408163,1.106382979,0.637254902,0.616780045,1.09406953,0.9266568,1.036232906,0.961516898,0.685714286,1.065868263,0.804490178,0.480128894,0.877365632,0.901066455,1.036585366,0.721830986,0.399290393,0.664256198,0.59951024,0.706026038,0.645019011,0.950264982,0.776287474,0.661048638,0.642364154,0.892147864,0.942094582,0.750305417,0.942279558,0.332644584,0.502538524
3/23/2020,1,0.600311042,0.310841446,0.727999444,0.449819795,0.702089818,0.65037594,0.560637585,0.798410405,0.771110875,0.72581325,0.75439913,0.277366208,0.807387863,0.320005041,0.2464237,0.584040882,0.600905932,0.65854371,0.63099631,0.553012308,0.182040957,0.485930567,0.418673631,0.451641485,0.523309245,0.770669477,0.532631439,0.645683453,0.358366935,0.735266339,0.466290405,0.67213706,0.621105182,0.563012465,0.79503019,0.75619528,0.711976312,0.739985776,0.23767197,0.772123585,0.267996097,0.222826572,0.545051659,0.582587348,0.624111993,0.63099631,0.68300122,0.171386812,0.465137862,0.401558788,0.439470324,0.504099252,0.711265212,0.513251115,0.269230769,0.129824561,0.835249042,0.356,1.171428571,0.625954198,0.56097561,0.813263525,0.911849021,1.013050571,0.94374591,0.455882353,0.994100295,0.613852814,0.43660419,0.731764706,0.846903431,1.342767296,0.673913043,0.228964401,0.545705416,0.588243721,0.65929872,0.677194096,0.924528302,0.705938616,0.658308683,0.612506436,1.036419984,0.848906982,0.756219308,0.891513763,0.29672932,0.461695058
3/30/2020,1,0.547730829,0.293608623,0.690230961,0.407355121,0.574908826,0.551364143,0.484755017,0.72933539,0.722652228,0.663694696,0.700455027,0.223180629,0.820887862,0.271329153,0.190075388,0.555168456,0.558768397,0.594219135,0.620437956,0.5134602,0.157540892,0.429365096,0.356576229,0.417202057,0.488233978,0.705664413,0.48811332,0.619771863,0.322360091,0.696234844,0.416984438,0.554320988,0.512789905,0.480105476,0.724363255,0.70353401,0.647808611,0.682676581,0.185513875,0.765108324,0.219201233,0.174223642,0.514054338,0.543366829,0.556777996,0.620437956,0.616482803,0.146409591,0.407171725,0.342353409,0.401812796,0.469691382,0.656782026,0.467495987,0.06,0.110429448,0.564417178,0.260869565,1.014084507,0.683760684,0.482758621,0.836917563,0.916593791,0.914179637,0.915778046,0.522620905,1.03021148,0.695473251,0.472913616,0.730677291,0.793516753,1.064748201,0.885714286,0.165690234,0.472618943,0.521001826,0.643683324,0.614480733,0.870665035,0.656731349,0.634387993,0.494099482,0.959397355,0.790777384,0.725704446,0.829847455,0.239326431,0.427077979
4/6/2020,1,0.661172161,0.222470728,0.629786303,0.38013385,0.525031552,0.553080502,0.459657272,0.655188635,0.654891043,0.599276455,0.63403769,0.19186522,0.757455107,0.240498016,0.167868423,0.476825885,0.5141467,0.519919666,0.463949843,0.481855072,0.137109534,0.383212304,0.330483078,0.394680637,0.413317563,0.627098951,0.445584917,0.734513274,0.291505293,0.634851138,0.388906201,0.505064378,0.521370479,0.456831991,0.662946533,0.642155102,0.584245174,0.620543051,0.157696953,0.684684685,0.190575661,0.155231346,0.432427316,0.500338821,0.485878903,0.463949843,0.588453159,0.12953394,0.365090623,0.321066622,0.386703473,0.400760472,0.574310923,0.430213157,0.162162162,0.059259259,0.440993789,0.198529412,0.821917808,0.460784314,0.360178971,0.884691849,0.847508897,0.851290048,0.848772745,0.407518797,0.856763926,0.570057582,0.399153738,0.601755786,0.757372953,0.887323944,0.694029851,0.147231307,0.413798906,0.463469209,0.600368223,0.485078089,0.76980506,0.601753019,0.554488566,0.445889122,0.853175706,0.731749615,0.684619597,0.751353587,0.244051039,0.408202799
4/13/2020,1,0.644714038,0.191112323,0.588792203,0.372239529,0.511064718,0.570518267,0.455806497,0.659219389,0.643305439,0.587166442,0.622053981,0.170738272,0.674368287,0.216318852,0.183970354,0.492972973,0.524317923,0.522777662,0.437931034,0.432169732,0.140728554,0.368801227,0.332437349,0.430174996,0.384402099,0.570516541,0.453377999,0.678787879,0.234875445,0.600810632,0.383725733,0.492788462,0.540526408,0.45596611,0.660159203,0.633463344,0.581455816,0.613900099,0.140211259,0.607787883,0.170948375,0.173275603,0.444921739,0.51574798,0.505182991,0.437931034,0.547433593,0.134104781,0.352331235,0.329668754,0.426807388,0.371418959,0.535146195,0.442599643,0.25,0.083760684,0.505338078,0.219917012,0.904761905,0.529411765,0.403940887,0.946257198,0.80989501,0.771426696,0.796486493,0.381342062,0.935135135,0.590214067,0.428366762,0.613808801,0.719803698,0.744416873,0.596363636,0.13781897,0.404366162,0.465242298,0.639069946,0.463439161,0.609691961,0.593857922,0.544613333,0.466538988,1.06245159,0.660553219,0.688767439,0.700109294,0.250593306,0.451778748
4/20/2020,1,0.664505673,0.204774338,0.664475984,0.400271003,0.547398529,0.573713847,0.481682043,0.716478265,0.676105515,0.625236878,0.657091206,0.186880116,0.778049576,0.235314552,0.149101506,0.467521273,0.524172161,0.527730573,0.551236749,0.487087214,0.136059978,0.389982016,0.273736491,0.434773909,0.44168694,0.494956502,0.455089449,0.711111111,0.267187107,0.677602883,0.411959799,0.528801072,0.540336264,0.480249944,0.713197266,0.651208818,0.598676382,0.631537238,0.152731383,0.704012928,0.185228698,0.139200999,0.414568476,0.522371187,0.545014724,0.551236749,0.578689168,0.131164711,0.372263235,0.251699258,0.431407343,0.424532841,0.390108662,0.438079675,0.24,0.059294872,0.397515528,0.160278746,0.945205479,0.795918367,0.42139738,0.864503817,0.926060074,0.910569688,0.920824453,0.447463768,1.091397849,0.706709957,0.343355965,0.688834154,0.848547527,0.731234867,0.65993266,0.13398658,0.426956016,0.534461777,0.698107457,0.54123948,0.714947856,0.659827214,0.317378574,0.470869001,1.13663166,0.737533969,0.739895032,0.77975747,0.275405931,0.455863184
4/27/2020,1,0.771666667,0.191351081,0.716094865,0.414555858,0.594516595,0.65605007,0.519419353,0.768435252,0.735366079,0.677695001,0.713496671,0.213403507,0.777602261,0.261976509,0.164384627,0.528729809,0.572151884,0.571327301,0.538461538,0.54368932,0.137436782,0.410811147,0.345146968,0.487506643,0.468800534,0.517422768,0.503387487,0.792706334,0.238221154,0.714842148,0.417331095,0.556937631,0.621702838,0.512529439,0.744867479,0.704538058,0.65038057,0.684059044,0.175671492,0.702513391,0.208426194,0.151217194,0.477730355,0.555929602,0.594721475,0.538461538,0.614230604,0.132933991,0.391915888,0.3180433,0.468183508,0.444452979,0.402625505,0.479000607,0.866666667,0.052532833,0.428057554,0.283464567,0.80952381,0.923076923,0.509615385,0.924489796,0.928807339,0.934005109,0.930579072,0.472,1.225225225,0.773109244,0.410832232,0.799043062,0.847528025,0.798543689,0.815450644,0.138733557,0.484405286,0.586695608,0.716213562,0.574068018,0.694077707,0.684376865,0.519317885,0.500854512,1.141500834,0.754161367,0.777034444,0.81847413,0.314743715,0.491430155
5/4/2020,1,0.744945568,0.181782489,0.689028966,0.432586946,0.585021657,0.647893258,0.523161892,0.729564789,0.752932028,0.707688223,0.735714248,0.219955324,0.769162712,0.268722593,0.199339077,0.53870166,0.617458995,0.586946206,0.485893417,0.508242075,0.150112388,0.42156889,0.398491332,0.504838577,0.468143878,0.617888199,0.530799442,0.810661765,0.254111842,0.676921565,0.415927478,0.535798717,0.624589314,0.503187033,0.687621634,0.723978539,0.687878028,0.710356631,0.182852558,0.684364216,0.21508642,0.177566325,0.484346859,0.603883449,0.5551273,0.485893417,0.5842257,0.144384187,0.400985456,0.376067052,0.48852635,0.441828493,0.558216985,0.507888489,0.323529412,0.073322933,0.55982906,0.244239631,1.469387755,0.848484848,0.545180723,0.958661417,0.920336926,0.93308322,0.92471531,0.597785978,1.044077135,0.77679558,0.417322835,0.739920949,0.867057505,0.857605178,0.721611722,0.162226425,0.474381851,0.602612671,0.727684136,0.584024728,0.706542056,0.695605336,0.601716926,0.517261809,1.086539931,0.778407694,0.799711197,0.80114856,0.301867433,0.515473013
